Accession,Coreceptor
EU272253,CCR5
EU272255,CCR5
EU272258,CCR5
EU272260,CCR5
EU272261,CCR5
EU272262,CCR5
EU272263,CCR5
EU272264,CCR5
EU272266,CCR5
EU272267,CCR5
EU272268,CCR5
EU272269,CCR5
EU272270,CCR5
EU272280,CCR5
EU272281,CCR5
EU272282,CCR5
EU272283,CCR5
EU272284,CCR5
EU272285,CCR5
EU272286,CCR5
EU272287,CCR5
EU272288,CCR5
EU272289,CCR5
EU272290,CCR5
EU272291,CCR5
EU272292,CCR5
EU272293,CCR5
EU272294,CCR5
EU272295,CCR5
EU272296,CCR5
EU272297,CCR5
EU272298,CCR5
EU272299,CCR5
EU272300,CCR5
EU272301,CCR5
EU272302,CCR5
EU272303,CCR5
EU272304,CCR5
EU272305,CCR5
EU272306,CCR5
EU272312,CCR5
EU272313,CCR5
EU272314,CCR5
EU272317,CCR5
EU272319,CCR5
EU272320,CCR5
EU272321,CCR5
EU272322,CCR5
EU272323,CCR5
EU272325,CCR5
EU272326,CCR5
EU272327,CCR5
EU272328,CCR5
EU272329,CCR5
EU272330,CCR5
EU272331,CCR5
EU272332,CCR5
EU272333,CCR5
EU272334,CCR5
EU281998,CXCR4
EU289189,CCR5
EU293445,CCR5
EU293446,CCR5
EU293447,CCR5
EU293448,CCR5
EU293449,CCR5
EU293450,CCR5
EU363825,CCR5
EU363830,CCR5
EU363832,CCR5
EU363837,CCR5
EU363840,CCR5
EU363842,CCR5
EU363844,CCR5
EU363846,CCR5
EU363847,CCR5
EU363848,CCR5
EU363851,CCR5
EU513182,CCR5
EU513183,CCR5
EU513185,CCR5
EU513187,CCR5
EU513190,CCR5
EU513191,CCR5
EU513192,CCR5
EU513193,CCR5
EU513194,CCR5
EU513195,CCR5
EU513196,CCR5
EU513197,CCR5
EU513198,CCR5
EU513199,CCR5
EU575025,CCR5
EU575072,CCR5
EU575091,CCR5
EU575148,CCR5
EU575170,CCR5
EU575201,CCR5
EU575279,CCR5
EU575305,CCR5
EU575330,CCR5
EU575376,CCR5
EU575457,CCR5
EU575490,CCR5
EU575508,CCR5
EU575529,CCR5
EU575538,CCR5
EU575611,CCR5
EU575668,CCR5
EU575728,CCR5
EU575786,CCR5
EU575795,CCR5
EU575892,CCR5
EU575924,CCR5
EU576214,CCR5
EU576240,CCR5
EU576281,CCR5
EU576282,CCR5
EU576296,CCR5
EU576298,CCR5
EU576299,CCR5
EU576418,CCR5
EU576440,CCR5
EU576565,CCR5
EU576584,CCR5
EU576601,CCR5
EU576666,CCR5
EU576707,CCR5
EU576734,CCR5
EU576774,CCR5
EU576838,CCR5
EU576867,CCR5
EU576909,CCR5
EU576936,CCR5
EU576950,CCR5
EU576991,CCR5
EU577028,CCR5
EU577036,CCR5
EU577135,CCR5
EU577152,CCR5
EU577190,CCR5
EU577210,CCR5
EU577213,CCR5
EU577288,CCR5
EU577329,CCR5
EU578272,CCR5
EU578309,CCR5
EU578312,CCR5
EU578319,CCR5
EU578323,CCR5
EU578340,CCR5
EU578351,CCR5
EU578352,CCR5
EU578358,CCR5
EU578359,CCR5
EU578364,CCR5
EU578380,CCR5
EU578384,CCR5
EU578394,CXCR4
EU578395,CXCR4
EU578396,CCR5
EU578397,CCR5
EU578419,CCR5
EU578424,CCR5
EU578428,CCR5
EU578431,CXCR4
EU578432,CCR5
EU578539,CCR5
EU578541,CCR5
EU578561,CCR5
EU578625,CCR5
EU578657,CCR5
EU578691,CCR5
EU604549,CXCR4
EU604550,CCR5
EU604551,CCR5
EU604552,CXCR4
EU604553,CXCR4
EU604554,CXCR4
EU604555,CCR5
EU604556,CCR5
EU604557,CCR5
EU604558,CCR5
EU604559,CXCR4
EU604560,CCR5
EU604561,CXCR4
EU604562,CCR5
EU604563,CCR5
EU604564,CCR5
EU604565,CCR5
EU604566,CCR5
EU604567,CCR5
EU604568,CCR5
EU604569,CCR5
EU604570,CCR5
EU604571,CCR5
EU604572,CCR5
EU604573,CCR5
EU604574,CCR5
EU604575,CCR5
EU604576,CCR5
EU604577,CCR5
EU604578,CCR5
EU604579,CCR5
EU604580,CCR5
EU604581,CCR5
EU604582,CXCR4
EU604583,CXCR4
EU604584,CCR5
EU604585,CCR5
EU604586,CCR5
EU604587,CXCR4
EU604588,CXCR4
EU604589,CCR5
EU604590,CCR5
EU604591,CCR5
EU604592,CCR5
EU604593,CCR5
EU604594,CCR5
EU604598,CCR5
EU604599,CCR5
EU604600,CCR5
EU604602,CCR5
EU604604,CCR5
EU604606,CCR5
EU604630,CCR5
EU604631,CCR5
EU604632,CCR5
EU604633,CCR5
EU604638,CCR5
EU604640,CCR5
EU604642,CCR5
EU622000,CCR5
EU622001,CCR5
EU622002,CCR5
EU622004,CCR5
EU622005,CCR5
EU622006,CCR5
EU622007,CCR5
EU622008,CCR5
EU622009,CCR5
EU622010,CCR5
EU743757,CCR5
EU743758,CCR5
EU743760,CXCR4
EU743767,CCR5
EU743768,CCR5
EU743770,CCR5
EU743771,CCR5
EU743772,CCR5
EU743773,CCR5
EU743774,CCR5
EU743775,CXCR4
EU743776,CCR5
EU743777,CCR5
EU743778,CCR5
EU743779,CXCR4
EU743780,CXCR4
EU743781,CCR5
EU743782,CXCR4
EU743783,CXCR4
EU743784,CCR5
EU743785,CCR5
EU743786,CCR5
EU743787,CCR5
EU743788,CCR5
EU743789,CCR5
EU743790,CCR5
EU743791,CCR5
EU743792,CCR5
EU743793,CCR5
EU743794,CXCR4
EU743973,CCR5
EU743974,CCR5
EU743975,CCR5
EU743976,CCR5
EU743977,CCR5
EU743978,CCR5
EU743979,CCR5
EU743980,CCR5
EU743981,CCR5
EU743982,CCR5
EU743983,CCR5
EU743984,CCR5
EU743985,CCR5
EU743986,CCR5
EU743987,CCR5
EU743988,CCR5
EU743989,CCR5
EU743990,CCR5
EU743991,CCR5
EU743992,CCR5
EU743993,CCR5
EU743994,CCR5
EU743995,CCR5
EU743996,CCR5
EU743997,CCR5
EU743998,CCR5
EU743999,CCR5
EU744000,CCR5
EU744001,CCR5
EU744002,CCR5
EU744003,CCR5
EU744004,CCR5
EU744005,CCR5
EU744006,CCR5
EU744007,CCR5
EU744008,CCR5
EU744009,CCR5
EU744010,CCR5
EU744011,CCR5
EU744012,CCR5
EU744013,CCR5
EU744014,CCR5
EU744015,CCR5
EU744016,CCR5
EU744017,CCR5
EU744018,CCR5
EU744019,CCR5
EU744020,CCR5
EU744021,CCR5
EU744022,CCR5
EU744023,CCR5
EU744024,CCR5
EU744025,CCR5
EU744026,CCR5
EU744027,CCR5
EU744028,CCR5
EU744029,CCR5
EU744030,CCR5
EU744031,CCR5
EU744032,CCR5
EU744033,CCR5
EU744034,CCR5
EU744035,CCR5
EU744036,CCR5
EU744037,CCR5
EU744038,CCR5
EU744039,CCR5
EU744040,CCR5
EU744041,CCR5
EU744042,CCR5
EU744043,CCR5
EU744044,CCR5
EU744045,CCR5
EU744046,CCR5
EU744047,CCR5
EU744048,CCR5
EU744049,CCR5
EU744050,CCR5
EU744051,CCR5
EU744052,CCR5
EU744053,CCR5
EU744054,CCR5
EU744055,CCR5
EU744056,CCR5
EU744057,CCR5
EU744058,CCR5
EU744059,CCR5
EU744060,CCR5
EU744061,CCR5
EU744062,CCR5
EU744063,CCR5
EU744064,CCR5
EU744065,CCR5
EU744066,CCR5
EU744067,CCR5
EU744068,CCR5
EU744069,CCR5
EU744070,CCR5
EU744071,CCR5
EU744072,CCR5
EU744073,CCR5
EU744074,CCR5
EU744075,CCR5
EU744076,CCR5
EU744077,CCR5
EU744078,CCR5
EU744079,CCR5
EU744080,CCR5
EU744081,CCR5
EU744082,CCR5
EU744083,CCR5
EU744084,CCR5
EU744085,CCR5
EU744086,CCR5
EU744087,CCR5
EU744088,CCR5
EU744089,CCR5
EU744090,CCR5
EU744091,CCR5
EU744092,CCR5
EU744093,CCR5
EU744094,CCR5
EU744095,CCR5
EU744096,CCR5
EU744097,CCR5
EU744098,CCR5
EU744099,CCR5
EU744100,CCR5
EU744101,CCR5
EU744102,CCR5
EU744103,CCR5
EU744104,CCR5
EU744105,CCR5
EU744106,CCR5
EU744107,CCR5
EU744108,CCR5
EU744109,CCR5
EU744110,CCR5
EU744111,CCR5
EU744112,CCR5
EU744113,CCR5
EU744114,CCR5
EU744115,CCR5
EU744116,CCR5
EU744117,CCR5
EU744118,CCR5
EU744119,CCR5
EU744120,CCR5
EU744121,CCR5
EU744122,CCR5
EU744123,CCR5
EU744124,CCR5
EU744125,CCR5
EU744126,CCR5
EU744127,CCR5
EU744128,CCR5
EU744129,CCR5
EU744130,CCR5
EU744131,CCR5
EU744132,CCR5
EU744133,CCR5
EU744134,CCR5
EU744135,CCR5
EU744136,CCR5
EU744137,CCR5
EU744138,CCR5
EU744139,CCR5
EU744140,CCR5
EU744141,CCR5
EU744142,CCR5
EU744143,CCR5
EU744144,CCR5
EU744145,CCR5
EU744146,CCR5
EU744147,CCR5
EU744148,CCR5
EU744149,CCR5
EU744150,CCR5
EU744151,CCR5
EU744152,CCR5
EU744153,CCR5
EU744154,CCR5
EU744155,CCR5
EU744156,CCR5
EU744157,CCR5
EU744158,CCR5
EU744159,CCR5
EU744160,CCR5
EU744161,CCR5
EU744162,CCR5
EU744163,CCR5
EU744164,CCR5
EU744165,CCR5
EU744166,CCR5
EU744167,CCR5
EU744168,CCR5
EU744169,CCR5
EU744170,CCR5
EU744171,CCR5
EU744172,CCR5
EU744173,CCR5
EU744174,CCR5
EU744175,CCR5
EU786670,CCR5
EU786671,CCR5
EU786673,CCR5
EU786674,CCR5
EU786675,CCR5
EU786676,CCR5
EU786677,CCR5
EU786678,CCR5
EU786679,CCR5
EU786680,CCR5
EU786681,CCR5
EU852934,CCR5
EU852935,CCR5
EU852936,CCR5
EU852937,CCR5
EU852938,CCR5
EU852939,CCR5
EU852940,CCR5
EU852941,CCR5
EU852942,CCR5
EU852943,CCR5
EU852944,CCR5
EU852945,CCR5
EU852946,CCR5
EU852947,CCR5
EU852948,CCR5
EU852949,CCR5
EU852950,CCR5
EU852951,CCR5
EU852952,CCR5
EU852953,CCR5
EU852954,CCR5
EU852955,CCR5
EU852956,CCR5
EU852957,CCR5
EU852958,CCR5
EU852959,CCR5
EU852960,CCR5
EU852961,CCR5
EU852962,CCR5
EU852963,CCR5
EU852964,CCR5
EU852965,CCR5
EU852966,CCR5
EU852967,CCR5
EU852968,CCR5
EU852969,CCR5
EU852970,CCR5
EU852971,CCR5
EU852972,CCR5
EU852973,CCR5
EU852974,CCR5
EU852975,CCR5
EU852976,CCR5
EU852977,CCR5
EU852978,CCR5
EU852979,CCR5
EU852980,CCR5
EU852981,CCR5
EU852982,CCR5
EU852983,CCR5
EU852984,CCR5
EU852985,CCR5
EU852986,CCR5
EU852987,CCR5
EU852988,CCR5
EU852989,CCR5
EU852998,CCR5
EU852999,CCR5
EU853000,CCR5
EU853001,CCR5
EU853002,CCR5
EU853003,CCR5
EU853004,CCR5
EU853005,CCR5
EU853006,CCR5
EU853007,CCR5
EU853008,CCR5
EU853009,CCR5
EU853010,CCR5
EU853011,CCR5
EU853012,CCR5
EU853013,CCR5
EU853014,CCR5
EU853015,CCR5
EU853016,CCR5
EU853017,CCR5
EU853018,CCR5
EU853019,CCR5
EU853020,CCR5
EU853021,CCR5
EU853022,CCR5
EU853023,CCR5
EU853024,CCR5
EU853025,CCR5
EU853026,CCR5
EU853027,CCR5
EU853028,CCR5
EU853029,CCR5
EU853030,CCR5
EU853031,CCR5
EU853032,CCR5
EU853033,CCR5
EU853034,CCR5
EU853035,CCR5
EU853036,CCR5
EU853037,CCR5
EU853038,CCR5
EU853039,CCR5
EU853040,CCR5
EU853041,CCR5
EU853042,CCR5
EU853043,CCR5
EU853044,CCR5
EU853045,CCR5
EU853046,CCR5
EU853047,CCR5
EU853048,CCR5
EU853049,CCR5
EU853050,CCR5
EU853051,CCR5
EU853052,CCR5
EU853053,CCR5
EU853054,CCR5
EU853055,CCR5
EU853056,CCR5
EU853057,CCR5
EU853058,CCR5
EU853059,CCR5
EU853060,CCR5
EU853061,CCR5
EU853062,CCR5
EU853063,CCR5
EU853064,CCR5
EU853065,CCR5
EU853066,CCR5
EU853067,CCR5
EU853068,CCR5
EU853069,CCR5
EU853070,CCR5
EU853071,CCR5
EU853072,CCR5
EU853073,CCR5
EU853074,CCR5
EU853075,CCR5
EU853076,CCR5
EU853077,CCR5
EU853078,CCR5
EU853079,CCR5
EU853080,CCR5
EU853081,CCR5
EU853082,CCR5
EU853083,CCR5
EU853084,CCR5
EU853085,CCR5
EU853086,CCR5
EU853087,CCR5
EU853088,CCR5
EU853089,CCR5
EU853090,CCR5
EU853091,CCR5
EU853092,CCR5
EU853093,CCR5
EU853094,CCR5
EU853095,CCR5
EU853096,CCR5
EU853097,CCR5
EU853098,CCR5
EU853099,CCR5
EU853100,CCR5
EU853101,CCR5
EU853102,CCR5
EU853103,CCR5
EU853104,CCR5
EU853105,CCR5
EU853106,CCR5
EU853107,CCR5
EU853108,CCR5
EU853109,CCR5
EU853110,CCR5
EU853111,CCR5
EU853112,CCR5
EU853113,CCR5
EU853114,CCR5
EU853115,CCR5
EU853116,CCR5
EU853117,CCR5
EU853118,CCR5
EU853119,CCR5
EU853120,CCR5
EU853121,CCR5
EU853122,CCR5
EU853123,CCR5
EU853124,CCR5
EU853125,CCR5
EU853126,CCR5
EU853127,CCR5
EU853128,CCR5
EU853129,CCR5
EU853130,CCR5
EU853131,CCR5
EU853132,CCR5
EU853133,CCR5
EU853134,CCR5
EU853135,CCR5
EU853136,CCR5
EU853137,CCR5
EU853138,CCR5
EU853139,CCR5
EU853140,CCR5
EU853141,CCR5
EU855130,CCR5
EU855131,CCR5
EU855133,CCR5
EU884500,CCR5
EU884501,CCR5
EU885759,CCR5
EU885761,CCR5
EU885762,CCR5
EU885763,CCR5
EU885764,CCR5
EU885765,CCR5
EU908214,CCR5
EU908215,CCR5
EU908216,CCR5
EU908217,CCR5
EU908218,CCR5
EU908219,CCR5
EU908220,CCR5
EU908221,CCR5
EU908224,CCR5
EU908225,CCR5
FJ375967,CCR5
FJ375968,CCR5
FJ375969,CCR5
FJ375971,CCR5
FJ375972,CCR5
FJ375973,CCR5
FJ375974,CCR5
FJ375975,CCR5
FJ375977,CCR5
FJ375978,CCR5
FJ375979,CCR5
FJ375980,CXCR4
FJ375981,CCR5
FJ375982,CCR5
FJ375983,CXCR4
FJ375984,CCR5
FJ375985,CCR5
FJ375986,CCR5
FJ375987,CCR5
FJ375988,CCR5
FJ375989,CCR5
FJ375991,CCR5
FJ375993,CXCR4
FJ375994,CCR5
FJ375995,CCR5
FJ375996,CCR5
FJ375997,CCR5
FJ375998,CCR5
FJ376001,CCR5
FJ376002,CCR5
FJ376003,CCR5
FJ376004,CCR5
FJ376006,CXCR4
FJ376012,CCR5
FJ376013,CCR5
FJ376014,CCR5
FJ376015,CCR5
FJ376016,CCR5
FJ376017,CCR5
FJ376018,CCR5
FJ376019,CCR5
FJ376020,CCR5
FJ376021,CCR5
FJ376022,CCR5
FJ376023,CCR5
FJ376024,CCR5
FJ376025,CCR5
FJ376026,CCR5
FJ376027,CCR5
FJ376028,CCR5
FJ376029,CCR5
FJ376030,CCR5
FJ376031,CCR5
FJ376033,CCR5
FJ376034,CCR5
FJ376035,CCR5
FJ443124,CCR5
FJ541288,CCR5
FJ541289,CCR5
FJ541290,CXCR4
FJ541293,CXCR4
FJ541294,CXCR4
FJ541295,CXCR4
FJ541296,CXCR4
FJ541297,CCR5
FJ541298,CCR5
FJ652327,CCR5
FJ652328,CCR5
FJ652329,CCR5
FJ652330,CCR5
FJ652331,CCR5
FJ652332,CCR5
FJ652333,CCR5
FJ652335,CCR5
FJ652336,CCR5
FJ652337,CCR5
FJ652338,CCR5
FJ652339,CCR5
FJ652340,CCR5
FJ652341,CCR5
FJ652342,CCR5
FJ652343,CCR5
FJ652344,CCR5
FJ652345,CCR5
FJ652346,CCR5
FJ652347,CCR5
FJ652348,CCR5
FJ652349,CCR5
FJ652350,CCR5
FJ652351,CCR5
FJ652353,CCR5
FJ652354,CCR5
FJ652356,CCR5
FJ652357,CCR5
FJ652359,CCR5
FJ652360,CCR5
FJ652362,CCR5
FJ652363,CCR5
FJ652364,CCR5
FJ652365,CCR5
FJ652366,CCR5
FJ652367,CCR5
FJ652368,CCR5
FJ652371,CCR5
FJ652378,CCR5
FJ653098,CCR5
FJ653099,CCR5
FJ653100,CCR5
FJ653101,CCR5
FJ653102,CCR5
FJ653103,CCR5
FJ653104,CCR5
FJ653105,CCR5
FJ653106,CCR5
FJ653107,CCR5
FJ653108,CCR5
FJ653109,CCR5
FJ653110,CCR5
FJ653111,CCR5
FJ653112,CCR5
FJ653113,CCR5
FJ653114,CCR5
FJ653115,CCR5
FJ653116,CCR5
FJ653117,CCR5
FJ653118,CCR5
FJ653119,CCR5
FJ653120,CCR5
FJ653121,CCR5
FJ653122,CCR5
FJ653123,CCR5
FJ653124,CCR5
FJ653125,CCR5
FJ653126,CCR5
FJ653127,CCR5
FJ653128,CCR5
FJ653129,CCR5
FJ653130,CCR5
FJ653131,CCR5
FJ653132,CCR5
FJ653133,CCR5
FJ653134,CCR5
FJ653135,CCR5
FJ653136,CCR5
FJ653137,CCR5
FJ653138,CCR5
FJ653139,CCR5
FJ653140,CCR5
FJ653141,CCR5
FJ653142,CCR5
FJ653143,CCR5
FJ653144,CCR5
FJ653145,CCR5
FJ653146,CXCR4
FJ653147,CXCR4
FJ653148,CXCR4
FJ653149,CXCR4
FJ653150,CXCR4
FJ653151,CXCR4
FJ653152,CXCR4
FJ653153,CXCR4
FJ653154,CXCR4
FJ653155,CXCR4
FJ653156,CXCR4
FJ653157,CXCR4
FJ653194,CCR5
FJ653195,CCR5
FJ653196,CCR5
FJ653197,CCR5
FJ653198,CCR5
FJ653199,CCR5
FJ653200,CCR5
FJ653201,CCR5
FJ653202,CCR5
FJ653203,CCR5
FJ653204,CCR5
FJ653205,CCR5
FJ653206,CCR5
FJ653207,CCR5
FJ653208,CCR5
FJ653209,CCR5
FJ653210,CCR5
FJ653211,CCR5
FJ653212,CCR5
FJ653213,CCR5
FJ653214,CCR5
FJ653215,CCR5
FJ653216,CCR5
FJ653217,CCR5
FJ653218,CCR5
FJ653219,CCR5
FJ653220,CCR5
FJ653221,CCR5
FJ653222,CCR5
FJ653223,CCR5
FJ653224,CCR5
FJ653225,CCR5
FJ653226,CCR5
FJ653227,CCR5
FJ653228,CCR5
FJ653229,CCR5
FJ653230,CCR5
FJ653231,CCR5
FJ653232,CCR5
FJ653233,CCR5
FJ653234,CCR5
FJ653235,CCR5
FJ653236,CCR5
FJ653237,CCR5
FJ653238,CCR5
FJ653239,CCR5
FJ653240,CCR5
FJ653241,CCR5
FJ653278,CCR5
FJ653279,CCR5
FJ653280,CCR5
FJ653281,CCR5
FJ653282,CCR5
FJ653283,CCR5
FJ653284,CCR5
FJ653285,CCR5
FJ653286,CCR5
FJ653287,CCR5
FJ653288,CCR5
FJ653289,CCR5
FJ653290,CCR5
FJ653291,CCR5
FJ653292,CCR5
FJ653293,CCR5
FJ653294,CCR5
FJ653295,CCR5
FJ653296,CCR5
FJ653297,CCR5
FJ653298,CCR5
FJ653299,CCR5
FJ653300,CCR5
FJ653301,CCR5
FJ653356,CCR5
FJ653357,CCR5
FJ653358,CCR5
FJ653359,CCR5
FJ653360,CCR5
FJ653361,CCR5
FJ653362,CCR5
FJ653363,CCR5
FJ653364,CCR5
FJ653365,CCR5
FJ653366,CCR5
FJ653367,CCR5
FJ653392,CCR5
FJ653393,CCR5
FJ653394,CCR5
FJ653395,CCR5
FJ653396,CCR5
FJ653397,CCR5
FJ653398,CCR5
FJ653399,CCR5
FJ653400,CCR5
FJ653401,CCR5
FJ653402,CCR5
FJ653403,CCR5
FJ670515,CCR5
FJ670516,CCR5
FJ670520,CCR5
FJ670521,CCR5
FJ670523,CCR5
FJ670524,CCR5
FJ670525,CCR5
FJ670526,CCR5
FJ670529,CCR5
FJ670530,CCR5
FJ670531,CCR5
FJ694791,CCR5
FJ694792,CCR5
FJ798323,CXCR4
FJ798326,CXCR4
FJ798328,CXCR4
FJ798329,CCR5
FJ798331,CCR5
FJ798335,CCR5
FJ798341,CXCR4
FJ798345,CCR5
FJ798347,CXCR4
FJ798348,CCR5
FJ798354,CCR5
FJ798355,CCR5
FJ798356,CXCR4
FJ798357,CCR5
FJ798359,CCR5
FJ798360,CCR5
FJ798362,CXCR4
FJ798365,CXCR4
FJ798392,CCR5
FJ798398,CCR5
FJ798399,CXCR4
FJ798400,CCR5
FJ798401,CXCR4
FJ798402,CXCR4
FJ798403,CCR5
FJ798404,CXCR4
FJ798416,CXCR4
FJ798418,CXCR4
FJ798425,CXCR4
FJ798426,CXCR4
FJ798429,CXCR4
FJ798430,CXCR4
FJ798432,CXCR4
FJ798457,CXCR4
FJ798458,CXCR4
FJ798460,CXCR4
FJ798463,CXCR4
FJ798469,CXCR4
FJ798471,CXCR4
FJ798473,CXCR4
FJ798527,CXCR4
FJ798528,CXCR4
FJ798529,CXCR4
FJ798538,CXCR4
FJ798539,CXCR4
FJ798540,CXCR4
FJ798542,CXCR4
FJ798543,CXCR4
FJ798547,CXCR4
FJ798554,CXCR4
FJ798570,CXCR4
FJ798571,CXCR4
FJ798572,CCR5
FJ798573,CCR5
FJ798574,CCR5
FJ798575,CXCR4
FJ798576,CXCR4
FJ798579,CCR5
FJ798580,CCR5
FJ817368,CCR5
FJ817369,CCR5
FJ817370,CCR5
FJ817372,CCR5
FJ831847,CCR5
FJ831848,CCR5
FJ831849,CCR5
FJ831850,CCR5
FJ831851,CCR5
FJ831852,CCR5
FJ831853,CCR5
FJ831854,CCR5
FJ831855,CCR5
FJ831856,CCR5
FJ831857,CCR5
FJ831858,CCR5
FJ831859,CCR5
FJ831860,CCR5
FJ831861,CCR5
FJ831862,CCR5
FJ831863,CCR5
FJ831864,CCR5
FJ831865,CCR5
FJ831866,CCR5
FJ831894,CCR5
FJ831895,CCR5
FJ831896,CCR5
FJ831897,CCR5
FJ831898,CCR5
FJ831900,CCR5
FJ831901,CCR5
FJ831902,CCR5
FJ831903,CCR5
FJ831904,CCR5
FJ831905,CXCR4
FJ831906,CXCR4
FJ831907,CXCR4
FJ831908,CXCR4
FJ831909,CXCR4
FJ831910,CXCR4
FJ831911,CXCR4
FJ831912,CXCR4
FJ832039,CCR5
FJ832040,CCR5
FJ832041,CCR5
FJ832042,CCR5
FJ832043,CCR5
FJ832044,CCR5
FJ832045,CCR5
FJ832046,CCR5
FJ832047,CCR5
FJ832048,CCR5
FJ832049,CCR5
FJ832050,CCR5
FJ832051,CCR5
FJ832052,CCR5
FJ832053,CCR5
FJ832054,CCR5
FJ832055,CCR5
FJ832056,CCR5
FJ832057,CCR5
FJ832058,CCR5
FJ832059,CCR5
FJ832060,CCR5
FJ832061,CCR5
FJ832062,CCR5
FJ832063,CCR5
FJ832064,CCR5
FJ832065,CCR5
FJ832066,CCR5
FJ832067,CCR5
FJ832068,CCR5
FJ832069,CCR5
FJ832070,CCR5
FJ846628,CXCR4
FJ846629,CXCR4
FJ846630,CXCR4
FJ846631,CXCR4
FJ846632,CXCR4
FJ846633,CXCR4
FJ846634,CXCR4
FJ846635,CXCR4
FJ846636,CXCR4
FJ846637,CXCR4
FJ846640,CXCR4
FJ846641,CXCR4
FJ846643,CXCR4
FJ846644,CXCR4
FJ846645,CXCR4
FJ846646,CXCR4
FJ846647,CXCR4
FJ846648,CXCR4
FJ846649,CXCR4
FJ846650,CXCR4
FJ846651,CXCR4
FJ846652,CXCR4
FJ846653,CXCR4
FJ846654,CXCR4
FJ846655,CXCR4
FJ846656,CXCR4
FJ846657,CXCR4
FJ846658,CXCR4
FJ846659,CXCR4
FJ846660,CXCR4
FJ853620,CCR5
FJ853621,CCR5
FJ853622,CCR5
FJ977079,CCR5
FJ977083,CCR5
FJ977085,CCR5
FJ977086,CCR5
FJ977088,CCR5
FJ977089,CCR5
FJ977090,CCR5
FJ977091,CCR5
FJ977092,CCR5
FJ977093,CCR5
FJ977094,CCR5
FJ977095,CCR5
FJ998103,CCR5
FJ998104,CCR5
FJ998105,CCR5
FJ998106,CCR5
FJ998107,CCR5
FJ998108,CCR5
FJ998109,CCR5
FJ998110,CCR5
FJ998111,CCR5
FJ998112,CCR5
GQ222684,CCR5
GQ222685,CCR5
GQ222687,CCR5
GQ372986,CCR5
GQ372987,CCR5
GQ372988,CCR5
GQ372989,CCR5
GQ372990,CCR5
GQ401726,CCR5
GQ401728,CCR5
GQ401733,CCR5
GQ401735,CXCR4
GQ401738,CCR5
GQ401740,CCR5
GQ401743,CCR5
GQ855764,CXCR4
GQ862780,CCR5
GQ862781,CCR5
GU074012,CCR5
GU074013,CCR5
GU074014,CCR5
GU074015,CCR5
GU177863,CXCR4
GU204919,CCR5
GU204920,CCR5
GU204921,CCR5
GU204922,CCR5
GU204924,CCR5
GU204932,CCR5
GU204941,CCR5
GU204942,CCR5
GU204943,CCR5
GU332505,CCR5
GU332506,CCR5
GU332507,CCR5
GU332509,CCR5
GU332513,CCR5
GU362881,CCR5
GU362882,CCR5
GU362883,CCR5
GU362886,CCR5
GU455514,CCR5
GU455515,CCR5
GU455516,CCR5
GU455517,CCR5
GU455518,CCR5
GU455519,CCR5
GU455520,CCR5
GU455521,CCR5
GU455522,CCR5
GU455523,CCR5
GU455524,CCR5
GU455525,CCR5
GU475013,CCR5
GU475014,CCR5
GU475015,CCR5
GU475016,CCR5
GU475017,CCR5
GU475018,CXCR4
GU475019,CCR5
GU475020,CCR5
GU475021,CCR5
GU475022,CCR5
GU475023,CCR5
GU475024,CCR5
GU475025,CCR5
GU475026,CCR5
GU475027,CCR5
GU475028,CCR5
GU475029,CCR5
GU475030,CCR5
GU475031,CCR5
GU475032,CCR5
GU475033,CCR5
GU475034,CCR5
GU475035,CCR5
GU475036,CCR5
GU475037,CCR5
GU475038,CXCR4
GU475039,CCR5
GU475040,CCR5
GU475042,CCR5
GU475043,CCR5
GU475044,CCR5
GU475045,CCR5
GU475046,CCR5
GU647196,CXCR4
GU647197,CXCR4
GU647198,CXCR4
GU724973,CCR5
GU724976,CCR5
GU733713,CCR5
GU733714,CCR5
GU733715,CCR5
GU945307,CCR5
GU945308,CCR5
GU945309,CCR5
GU945310,CCR5
GU945311,CCR5
GU945312,CCR5
GU945313,CCR5
GU945314,CCR5
GU945315,CCR5
GU945316,CCR5
GU945317,CCR5
GU945318,CCR5
GU945319,CCR5
GU945320,CCR5
GU945321,CCR5
GU945322,CCR5
GU945323,CCR5
GU945324,CCR5
GU945325,CCR5
GU945326,CCR5
GU945327,CCR5
GU945328,CCR5
GU945329,CCR5
GU945330,CCR5
GU945331,CCR5
GU945332,CCR5
GU945333,CCR5
HF571993,CCR5
HF571995,CCR5
HF571996,CCR5
HF571998,CXCR4
HF572001,CCR5
HF572002,CCR5
HF572003,CCR5
HF572005,CCR5
HF572009,CCR5
HF572010,CCR5
HF572012,CCR5
HF572013,CCR5
HF572015,CCR5
HF572017,CCR5
HF572019,CCR5
HF572020,CXCR4
HF572021,CCR5
HF572022,CCR5
HF572024,CCR5
HF572026,CCR5
HF572028,CCR5
HF572029,CXCR4
HF572030,CCR5
HF572031,CCR5
HF678992,CCR5
HF678994,CCR5
HF678995,CCR5
HF678996,CXCR4
HF678997,CCR5
HF678998,CCR5
HF678999,CCR5
HF679000,CCR5
HF679002,CCR5
HF679003,CCR5
HF679004,CCR5
HF679006,CCR5
HF679007,CCR5
HF679008,CCR5
HF679009,CCR5
HF679011,CCR5
HF679012,CCR5
HF679014,CCR5
HF679015,CXCR4
HF679016,CCR5
HF679017,CCR5
HF679019,CCR5
HF679020,CCR5
